,ID,SMILES
1890,1890,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1
1891,1891,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1
1892,1892,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1
1893,1893,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1
1894,1894,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1
1895,1895,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1
1896,1896,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1
1897,1897,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O
1898,1898,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O
1899,1899,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O
1900,1900,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O
1901,1901,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1
1902,1902,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1
1903,1903,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1
1904,1904,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1
1905,1905,COc1nnc(Cl)nn1
1906,1906,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O
1907,1907,CCCCCCN1C(=O)c2cccc3c(-c4cccs4)ccc(c23)C1=O
1908,1908,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)s4)ccc(c23)C1=O
1909,1909,CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O
1910,1910,CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O
1911,1911,CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O
1912,1912,CCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)s4)ccc(c23)C1=O
1913,1913,CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)s4)ccc(c23)C1=O
1914,1914,CCCCCCN1C(=O)c2cccc3c(-c4ccc([N+](=O)[O-])s4)ccc(c23)C1=O
1915,1915,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cccs5)s4)ccc(c23)C1=O
1916,1916,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc7c8c(cccc68)C(=O)N(CCCCCC)C7=O)s5)s4)ccc(c23)C1=O
1917,1917,Clc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1
1918,1918,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1
1919,1919,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1
1920,1920,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1
1921,1921,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1
1922,1922,Nc1ccc2ccc3cccc4ccc1c2c34
1923,1923,Nc1cc2ccc3cccc4ccc(c1)c2c34
1924,1924,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34
1925,1925,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34
1926,1926,Clc1nc(Cl)nc(Nc2ccc3ccc4cccc5ccc2c3c45)n1
1927,1927,Clc1nc(Cl)nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)n1
1928,1928,COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1
1929,1929,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1
1930,1930,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1
1931,1931,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1
1932,1932,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC
1933,1933,CCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCC
1934,1934,CCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCCCC
1935,1935,CCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1
1936,1936,CCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1
1937,1937,CCCCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1
1938,1938,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1
1939,1939,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21
1940,1940,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21
1941,1941,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21
1942,1942,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1
1943,1943,Cc1nc(-c2ccccc2O)n2c1CCCC2
1944,1944,Cc1ccc(O)c(-c2nc(C)c3n2CCCC3)c1
1945,1945,COc1ccc(O)c(-c2nc(C)c3n2CCCC3)c1
1946,1946,Cc1nc(-c2cc(F)ccc2O)n2c1CCCC2
1947,1947,Cc1nc(-c2cc(C(F)(F)F)ccc2O)n2c1CCCC2
1948,1948,Cc1nc(-c2cc(N)ccc2O)n2c1CCCC2
1949,1949,F[B-]1(F)n2c(Nc3cccc4cccnc34)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21
1950,1950,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3
1951,1951,CC1(C)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(/C=C6\C(=O)c7ccc(C(=O)O)cc7C6=O)s5)cc4C4CCCC43)cc21
1952,1952,CCCCCCc1cc(-c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1/C=C1\C(=O)c2ccc(C(=O)O)cc2C1=O
1953,1953,c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2
1954,1954,c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2
1955,1955,c1cc2c3c(cccc3c1)C(N1CCOCCOCCN(C3=Nc4cccc5cccc3c45)CCOCC1)=N2
1956,1956,CN(C)C1=Nc2cccc3cccc1c23
1957,1957,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1958,1958,CS(=O)(=O)Nc1ccc(-c2c3nc(c(-c4ccc(NS(C)(=O)=O)cc4)c4ccc([nH]4)c(-c4ccc(NS(C)(=O)=O)cc4)c4nc(c(-c5ccc(NS(C)(=O)=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1959,1959,O=C(Nc1ccc(-c2c3nc(c(-c4ccc(NC(=O)C(F)(F)F)cc4)c4ccc([nH]4)c(-c4ccc(NC(=O)C(F)(F)F)cc4)c4nc(c(-c5ccc(NC(=O)C(F)(F)F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1)C(F)(F)F
1960,1960,Oc1ccc(-c2c3nc(c(-c4ccc(O)cc4)c4ccc([nH]4)c(-c4ccc(O)cc4)c4nc(c(-c5ccc(O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
1961,1961,Nc1cccc(-c2c3nc(c(-c4cccc(N)c4)c4ccc([nH]4)c(-c4cccc(N)c4)c4nc(c(-c5cccc(N)c5)c5ccc2[nH]5)C=C4)C=C3)c1
1962,1962,CS(=O)(=O)Nc1cccc(-c2c3nc(c(-c4cccc(NS(C)(=O)=O)c4)c4ccc([nH]4)c(-c4cccc(NS(C)(=O)=O)c4)c4nc(c(-c5cccc(NS(C)(=O)=O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
1963,1963,O=C(Nc1cccc(-c2c3nc(c(-c4cccc(NC(=O)C(F)(F)F)c4)c4ccc([nH]4)c(-c4cccc(NC(=O)C(F)(F)F)c4)c4nc(c(-c5cccc(NC(=O)C(F)(F)F)c5)c5ccc2[nH]5)C=C4)C=C3)c1)C(F)(F)F
1964,1964,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
1965,1965,C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1
1966,1966,C1=Cc2nc1c(-c1cncs1)c1ccc([nH]1)c(-c1cncs1)c1nc(c(-c3cncs3)c3ccc([nH]3)c2-c2cncs2)C=C1
1967,1967,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1
1968,1968,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C#N
1969,1969,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O
1970,1970,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N
1971,1971,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O
1972,1972,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCN)C5=O
1973,1973,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCCCCCCC)C5=O
1974,1974,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(N)cc2)C6=O)cc1
1975,1975,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(Cl)cc1)c64)C(=O)N(c1ccc(Cl)cc1)C5=O
1976,1976,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O
1977,1977,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O
1978,1978,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O
1979,1979,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O
1980,1980,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)NC6=O)cc1
1981,1981,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(Cl)cc1)C5=O
1982,1982,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(O)cc1)C5=O
1983,1983,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(O)cc1)C5=O
1984,1984,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(O)cc2)C6=O)cc1
1985,1985,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3
1986,1986,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3
1987,1987,Cc1cc(=O)oc2cc(/[NH+]=C/C=C3/C=C(C(=O)O)NC(C(=O)O)C3)ccc12
1988,1988,O=C(O)C1=C/C(=C/C=[NH+]/c2ccc3c(C(F)(F)F)cc(=O)oc3c2)CC(C(=O)O)N1
1989,1989,F[B-]1(F)OC(C#Cc2ccccc2)=C2CCc3ccccc3C2=[O+]1
1990,1990,COc1ccc2c(c1)CCC1=C(C#Cc3ccccc3)O[B-](F)(F)[O+]=C12
1991,1991,COc1ccc2c(c1)CCC1=C(C#Cc3ccc(Cl)cc3)O[B-](F)(F)[O+]=C12
1992,1992,COc1ccc(C#CC2=C3CCc4ccccc4C3=[O+][B-](F)(F)O2)cc1
1993,1993,CN(C)c1ccc(C#CC2=C3CCc4ccccc4C3=[O+][B-](F)(F)O2)cc1
1994,1994,COc1ccc2cc(C#CC3=C4CCc5ccccc5C4=[O+][B-](F)(F)O3)ccc2c1
1995,1995,COc1ccc2c(c1)CCC1=C(C#Cc3cc4ccccc4c4ccccc34)O[B-](F)(F)[O+]=C12
1996,1996,F[B-]1(F)OC(C#Cc2ccccc2)=CC(c2ccccc2)=[O+]1
1997,1997,COc1ccc(/C=C/C2=C3CCc4ccccc4C3=[O+][B-](F)(F)O2)cc1
1998,1998,COc1ccc2cc(/C=C/C3=C4CCc5ccccc5C4=[O+][B-](F)(F)O3)ccc2c1
1999,1999,F[B-]1(F)OC(/C=C/c2ccccc2)=CC(c2ccccc2)=[O+]1
2000,2000,COc1ccc(/C=C/C2=CC(c3ccccc3)=[O+][B-](F)(F)O2)cc1
2001,2001,COc1ccc2cc(/C=C/C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)ccc2c1
2002,2002,O=C1/C(=C2\Sc3ccccc3C2=O)Sc2ccccc21
2003,2003,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Cl)cc3C2=O)Sc2ccc(S(=O)(=O)Cl)cc21
2004,2004,O=C1/C(=C2\Sc3ccc(S(=O)(=O)O)cc3C2=O)Sc2ccc(S(=O)(=O)O)cc21
2005,2005,CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NC(C)(C)C)cc3C1=O)S2
2006,2006,C=CCNS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NCC=C)cc3C1=O)S2
2007,2007,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21
2008,2008,CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1
2009,2009,CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1
2010,2010,CCCCn1c(-c2ccc(-c3nnc(-c4cccs4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1
2011,2011,CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc2c3ccccc3c3ccccc3c21
2012,2012,CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc2c3ccccc3c3ccccc3c21
2013,2013,CCCCn1c(-c2ccc(-c3nnc(-c4cccs4)o3)cc2)nc2c3ccccc3c3ccccc3c21
2014,2014,CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc6ccccc6n5CCCC)cc4)o3)cc2)nc2ccccc21
2015,2015,CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)n5CCCC)cc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1
2016,2016,CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5CCCC)cc4)o3)cc2)nc2c3ccccc3c3ccccc3c21
2017,2017,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1
2018,2018,COc1c2ccccc2c(OC)c2c1c1ccccc1n2C
2019,2019,COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C
2020,2020,COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C
2021,2021,COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C
2022,2022,COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1
2023,2023,COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C
2024,2024,COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C
2025,2025,COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C
2026,2026,COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C
2027,2027,COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C
2028,2028,COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C
2029,2029,COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C
2030,2030,COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1
2031,2031,COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1
2032,2032,COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1
2033,2033,COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1
2034,2034,COc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1
2035,2035,CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1
2036,2036,CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1
2037,2037,CCOc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1
2038,2038,CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1
2039,2039,CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1
2040,2040,[O-][n+]1c(/C=C/c2ccccc2)nc(N2CCOCC2)c2c1CCCC2
2041,2041,Cc1cccc(C)c1/C=C/c1nc(N2CCOCC2)c2c([n+]1[O-])CCCC2
2042,2042,CN(C)c1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1
2043,2043,COc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1
2044,2044,CCOc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1
2045,2045,COc1cc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc(OC)c1OC
2046,2046,O=Cc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1
2047,2047,[O-][n+]1c(/C=C/c2ccc(/C=C/c3ccccc3)cc2)nc(N2CCOCC2)c2c1CCCC2
2048,2048,CCCCNc1nc(/C=C/c2ccccc2)[n+]([O-])c2c1CCCC2
2049,2049,[O-][n+]1c(/C=C/c2ccccc2)nc(Nc2ccccc2)c2c1CCCC2
2050,2050,COc1ccc(Nc2nc(/C=C/c3ccccc3)[n+]([O-])c3c2CCCC3)cc1
2051,2051,[O-][n+]1c(/C=C/C=C/c2ccccc2)nc(N2CCOCC2)c2c1CCCC2
2052,2052,[O-][n+]1c(/C=C/c2ccc3ccccc3c2)nc(N2CCOCC2)c2c1CCCC2
2053,2053,[O-][n+]1c(/C=C/c2cc3cccc4c5cccc6cccc(c(c2)c34)c65)nc(N2CCOCC2)c2c1CCCC2
2054,2054,[O-][n+]1c(/C=C/c2cccs2)nc(N2CCOCC2)c2c1CCCC2
2055,2055,[O-][n+]1c(-c2ccccc2)cc(N2CCOCC2)nc1/C=C/c1ccccc1
2056,2056,[O-][n+]1c(-c2ccc(Br)cc2)cc(N2CCOCC2)nc1/C=C/c1ccccc1
2057,2057,C(=C/c1nc2c(c(N3CCOCC3)n1)CCCC2)\c1ccccc1
2058,2058,CCN(CC)c1ccc2cc(C#N)c(=N)oc2c1
2059,2059,COc1ccc2cc(C#N)c(=N)oc2c1
2060,2060,COc1cccc2cc(C#N)c(=N)oc12
2061,2061,COc1ccc2oc(=N)c(C#N)cc2c1
2062,2062,COc1cc(OC)c2cc(C#N)c(=N)oc2c1
2063,2063,CCOC(=O)/N=c1/oc2cc(N(CC)CC)ccc2cc1C#N
2064,2064,CCOC(=O)/N=c1/oc2cc(OC)ccc2cc1C#N
2065,2065,CCOC(=O)/N=c1/oc2c(OC)cccc2cc1C#N
2066,2066,CCOC(=O)/N=c1/oc2ccc(OC)cc2cc1C#N
2067,2067,CCOC(=O)/N=c1/oc2cc(OC)cc(OC)c2cc1C#N
2068,2068,CCN(CC)c1ccc2cc(C#N)c(=O)oc2c1
2069,2069,CCN(CC)c1ccc2ccc(=O)oc2c1
2070,2070,c1cc2ccc3cccc4ccc(c1)c2c34
2071,2071,NCc1ccc2ccc3cccc4ccc1c2c34
2072,2072,CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1
2073,2073,CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O]
2074,2074,CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1
2075,2075,CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O]
2076,2076,C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1
2077,2077,Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21
2078,2078,c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2
2079,2079,c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1
2080,2080,COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1
2081,2081,CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1
2082,2082,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1
2083,2083,O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1
2084,2084,COc1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1
2085,2085,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1
2086,2086,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1
2087,2087,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3
2088,2088,C=CC1CN2CCC1CC2[C@H](O)c1ccnc2ccc(OC)cc12
2089,2089,CC/[NH+]=c1\cc2oc3cc(NC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C
2090,2090,[NH3+]C(Cc1ccccc1)C(=O)[O-]
2091,2091,c1ccc(Nc2ccc3ccccc3n2)cc1
2092,2092,Cc1ccc(Nc2ccc3ccccc3n2)cc1
2093,2093,CCc1ccc(Nc2ccc3ccccc3n2)cc1
2094,2094,COc1ccc(Nc2ccc3ccccc3n2)cc1
2095,2095,Clc1ccc(Nc2ccc3ccccc3n2)cc1
2096,2096,Fc1ccc(Nc2ccc3ccccc3n2)cc1
2097,2097,Brc1ccc(Nc2ccc3ccccc3n2)cc1
2098,2098,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1
2099,2099,Oc1ccc(Nc2ccc3ccccc3n2)cc1
2100,2100,Cn1c(=O)c2c(ncn2C)n(C)c1=O
2101,2101,O=C(O)c1ccccc1
2102,2102,COc1cc(C(=O)O)ccc1O
2103,2103,COc1cc(C(=O)O)cc(OC)c1O
2104,2104,COc1cc(/C=C/CO)ccc1O
2105,2105,O=C(O)c1ccccc1O
2106,2106,COc1cc(/C=C/C(=O)O)ccc1O
2107,2107,O=C(O)c1cc(O)c(O)c(O)c1
2108,2108,Cc1ccc(O)cc1
2109,2109,[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-]
2110,2110,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-]
2111,2111,c1ccc2[nH]ccc2c1
2112,2112,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-]
2113,2113,O=c1ccc2ccccc2o1
2114,2114,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1
2115,2115,COc1ncccc1B(O)O
2116,2116,CCN(CC)c1ccc2cc3c(cc2c1)C1(c2ccccc2Oc2ccccc21)c1cc2cc(N(CC)CC)ccc2cc1C3=O
2117,2117,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC
2118,2118,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12
2119,2119,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12
2120,2120,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12
2121,2121,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12
